risk_budget,method,seed,mean_coverage,ci95_coverage,mean_success,ci95_success,mean_goal_validity_f1,ci95_goal_validity_f1,mean_stale_goal_pursuit,ci95_stale_goal_pursuit,mean_unsafe_reach,ci95_unsafe_reach,mean_false_abandonment,ci95_false_abandonment,mean_reappearance_recovery,ci95_reappearance_recovery,mean_intervention_cost,ci95_intervention_cost,mean_ece,ci95_ece,mean_utility,ci95_utility,groups
0.28,risk_budgeted_goal_recovery,1,1.0,0.0,0.65625,0.040051,0.534035,0.003191,0.065972,0.023259,0.010417,0.008225,0.078125,0.021156,0.407986,0.040564,0.324677,0.000991,0.081966,0.00106,0.451038,0.047709,192
0.28,risk_budgeted_goal_recovery,2,1.0,0.0,0.635417,0.039539,0.532878,0.003424,0.086806,0.022366,0.022569,0.01282,0.076389,0.022088,0.380208,0.040252,0.324951,0.001076,0.082329,0.001029,0.402616,0.046287,192
0.28,risk_budgeted_goal_recovery,3,1.0,0.0,0.598958,0.039357,0.53387,0.003299,0.071181,0.021099,0.017361,0.010504,0.067708,0.020206,0.390625,0.039688,0.325316,0.000973,0.082673,0.000977,0.385813,0.04556,192
0.28,risk_budgeted_goal_recovery,4,1.0,0.0,0.638889,0.041317,0.532904,0.003297,0.088542,0.024472,0.026042,0.012687,0.069444,0.020375,0.4375,0.042782,0.324686,0.000981,0.082158,0.001056,0.410309,0.048211,192
0.28,risk_budgeted_goal_recovery,5,1.0,0.0,0.652778,0.041738,0.532842,0.003379,0.076389,0.024104,0.022569,0.011877,0.079861,0.022366,0.380208,0.039962,0.324858,0.001058,0.082346,0.001053,0.426031,0.048177,192
0.28,risk_budgeted_goal_recovery,6,1.0,0.0,0.630208,0.036856,0.532825,0.003203,0.074653,0.021407,0.022569,0.011877,0.0625,0.021374,0.423611,0.043143,0.325476,0.000991,0.082564,0.001051,0.41631,0.040746,192
0.28,risk_budgeted_goal_recovery,7,1.0,0.0,0.619792,0.039079,0.531921,0.0032,0.081597,0.023512,0.015625,0.009992,0.065972,0.021163,0.383681,0.03839,0.325189,0.001059,0.082429,0.001048,0.402121,0.046715,192
0.28,risk_budgeted_goal_recovery,8,1.0,0.0,0.649306,0.040866,0.53277,0.003125,0.083333,0.02211,0.03125,0.013779,0.072917,0.02013,0.385417,0.036317,0.325204,0.001037,0.082355,0.001139,0.414517,0.048253,192
0.28,risk_budgeted_goal_recovery,9,1.0,0.0,0.626736,0.042096,0.5331,0.003214,0.076389,0.022609,0.032986,0.014116,0.072917,0.02013,0.378472,0.041572,0.324401,0.001106,0.082218,0.001083,0.394278,0.048656,192
0.28,risk_calibrated_goal_belief_revision_v5,0,1.0,0.0,0.734375,0.036915,0.724375,0.003585,0.010417,0.008225,0.005208,0.005863,0.0,0.0,0.545139,0.041851,0.352638,0.001032,0.0351,0.001089,0.645599,0.038125,192
0.28,risk_calibrated_goal_belief_revision_v5,1,1.0,0.0,0.776042,0.034173,0.724283,0.003229,0.006944,0.006752,0.001736,0.003403,0.008681,0.007529,0.529514,0.039271,0.35262,0.000933,0.035334,0.00103,0.684172,0.034394,192
0.28,risk_calibrated_goal_belief_revision_v5,2,1.0,0.0,0.746528,0.035616,0.72304,0.003425,0.013889,0.009446,0.001736,0.003403,0.006944,0.006752,0.555556,0.042974,0.352943,0.000979,0.034778,0.001059,0.652873,0.037039,192
0.28,risk_calibrated_goal_belief_revision_v5,3,1.0,0.0,0.789931,0.0325,0.723844,0.003067,0.010417,0.008225,0.001736,0.003403,0.008681,0.007529,0.5,0.03706,0.35201,0.001042,0.034764,0.001055,0.693486,0.034478,192
0.28,risk_calibrated_goal_belief_revision_v5,4,1.0,0.0,0.770833,0.034667,0.724977,0.003399,0.012153,0.00886,0.001736,0.003403,0.001736,0.003403,0.595486,0.039233,0.352148,0.001159,0.034982,0.001059,0.685021,0.035314,192
0.28,risk_calibrated_goal_belief_revision_v5,5,1.0,0.0,0.774306,0.032001,0.724798,0.003268,0.005208,0.005863,0.0,0.0,0.008681,0.007529,0.541667,0.041082,0.352775,0.001021,0.035164,0.001021,0.686731,0.0325,192
0.28,risk_calibrated_goal_belief_revision_v5,6,1.0,0.0,0.758681,0.035842,0.72496,0.003521,0.012153,0.00886,0.003472,0.0048,0.005208,0.005863,0.546875,0.041813,0.353051,0.001131,0.035231,0.001074,0.665923,0.037029,192
0.28,risk_calibrated_goal_belief_revision_v5,7,1.0,0.0,0.805556,0.032125,0.722663,0.003233,0.006944,0.006752,0.0,0.0,0.005208,0.005863,0.467014,0.042079,0.353469,0.001043,0.034871,0.001027,0.715425,0.031857,192
0.28,risk_calibrated_goal_belief_revision_v5,8,1.0,0.0,0.774306,0.034113,0.724024,0.003243,0.015625,0.009992,0.001736,0.003403,0.005208,0.005863,0.527778,0.043513,0.351799,0.001073,0.034695,0.001072,0.676329,0.034887,192
0.28,risk_calibrated_goal_belief_revision_v5,9,1.0,0.0,0.763889,0.032664,0.723534,0.00328,0.015625,0.009992,0.001736,0.003403,0.008681,0.007529,0.545139,0.040148,0.352787,0.001032,0.0345,0.001001,0.66681,0.034321,192
0.28,robust_mpc_replan,0,1.0,0.0,0.611111,0.040463,0.450488,0.003142,0.104167,0.026261,0.048611,0.018661,0.111111,0.026573,0.338542,0.035611,0.317653,0.001157,0.114924,0.001031,0.311904,0.047114,192
0.28,robust_mpc_replan,1,1.0,0.0,0.638889,0.037477,0.450623,0.003213,0.086806,0.023384,0.03125,0.015376,0.098958,0.023656,0.383681,0.041592,0.31765,0.000913,0.115472,0.001077,0.374638,0.043477,192
0.28,robust_mpc_replan,2,1.0,0.0,0.583333,0.041223,0.450619,0.003191,0.105903,0.025897,0.045139,0.016175,0.107639,0.025978,0.355903,0.038314,0.317062,0.001028,0.115539,0.001106,0.28435,0.05072,192
0.28,robust_mpc_replan,3,1.0,0.0,0.590278,0.038586,0.450492,0.003121,0.100694,0.025182,0.045139,0.01688,0.083333,0.024124,0.348958,0.038985,0.316562,0.001131,0.115771,0.001028,0.311576,0.049794,192
0.28,robust_mpc_replan,4,1.0,0.0,0.609375,0.040558,0.45107,0.00341,0.083333,0.021577,0.053819,0.02103,0.109375,0.025147,0.328125,0.038441,0.317551,0.001015,0.115134,0.001157,0.320021,0.047814,192
0.28,robust_mpc_replan,5,1.0,0.0,0.590278,0.040643,0.450257,0.003165,0.107639,0.025526,0.039931,0.018132,0.076389,0.022088,0.357639,0.038746,0.317197,0.001038,0.11536,0.001039,0.322795,0.051308,192
0.28,robust_mpc_replan,6,1.0,0.0,0.576389,0.041493,0.448688,0.003157,0.104167,0.023943,0.032986,0.014918,0.100694,0.023754,0.352431,0.040708,0.317284,0.001064,0.115198,0.001121,0.296822,0.049275,192
0.28,robust_mpc_replan,7,1.0,0.0,0.595486,0.041818,0.450219,0.003279,0.095486,0.025813,0.034722,0.015972,0.083333,0.023637,0.357639,0.04022,0.317538,0.001144,0.116132,0.001029,0.332773,0.050803,192
0.28,robust_mpc_replan,8,1.0,0.0,0.626736,0.041818,0.452575,0.003141,0.09375,0.025258,0.036458,0.014755,0.083333,0.023139,0.350694,0.03537,0.31807,0.001073,0.115459,0.001105,0.359368,0.049758,192
0.28,robust_mpc_replan,9,1.0,0.0,0.618056,0.041773,0.448942,0.003223,0.083333,0.021577,0.034722,0.014441,0.078125,0.022229,0.335069,0.039048,0.317423,0.001019,0.11542,0.001097,0.363477,0.048733,192
